SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE VILA FORMOSA (18K/01H),,
,Caudal médio diário (m3/s),FLAG,
25/10/1981 00:00,0.01,(vco),
26/10/1981 00:00,0.01,(vco),
27/10/1981 00:00,0.01,(vco),
28/10/1981 00:00,0.01,(vco),
29/10/1981 00:00,0.01,(vco),
30/10/1981 00:00,0.01,(vco),
31/10/1981 00:00,0.01,(vco),
01/11/1981 00:00,0.01,(vco),
02/11/1981 00:00,0.01,(vco),
03/11/1981 00:00,0.01,(vco),
04/11/1981 00:00,0.01,(vco),
05/11/1981 00:00,0.01,(vco),
06/11/1981 00:00,0.01,(vco),
07/11/1981 00:00,0.01,(vco),
08/11/1981 00:00,0.01,(vco),
09/11/1981 00:00,0.01,(vco),
10/11/1981 00:00,0.01,(vco),
11/11/1981 00:00,0.01,(vco),
12/11/1981 00:00,0.01,(vco),
13/11/1981 00:00,0.01,(vco),
14/11/1981 00:00,0.01,(vco),
15/11/1981 00:00,0.01,(vco),
16/11/1981 00:00,0.01,(vco),
17/11/1981 00:00,0.01,(vco),
18/11/1981 00:00,0.01,(vco),
19/11/1981 00:00,0.01,(vco),
20/11/1981 00:00,0.01,(vco),
21/11/1981 00:00,0.01,(vco),
22/11/1981 00:00,0.01,(vco),
23/11/1981 00:00,0.01,(vco),
24/11/1981 00:00,0.01,(vco),
25/11/1981 00:00,0.01,(vco),
26/11/1981 00:00,0.01,(vco),
27/11/1981 00:00,0.01,(vco),
28/11/1981 00:00,0.01,(vco),
29/11/1981 00:00,0.01,(vco),
30/11/1981 00:00,0.01,(vco),
01/12/1981 00:00,0.01,(vco),
02/12/1981 00:00,0.01,(vco),
03/12/1981 00:00,0.01,(vco),
04/12/1981 00:00,0.01,(vco),
05/12/1981 00:00,0.01,(vco),
06/12/1981 00:00,0.01,(vco),
07/12/1981 00:00,0.01,(vco),
08/12/1981 00:00,0.01,(vco),
09/12/1981 00:00,0.01,(vco),
10/12/1981 00:00,0.01,(vco),
11/12/1981 00:00,0.01,(vco),
12/12/1981 00:00,0.01,(vco),
13/12/1981 00:00,0.01,(vco),
14/12/1981 00:00,0.01,(vco),
15/12/1981 00:00,0.01,(vco),
16/12/1981 00:00,0.01,(vco),
17/12/1981 00:00,0.01,(vco),
18/12/1981 00:00,0.01,(vco),
19/12/1981 00:00,0.01,(vco),
20/12/1981 00:00,0.01,(vco),
21/12/1981 00:00,0.01,(vco),
22/12/1981 00:00,0.01,(vco),
23/12/1981 00:00,0,(vco),
24/12/1981 00:00,0.33,(vco),
25/12/1981 00:00,0.31,(vco),
26/12/1981 00:00,0.87,(vco),
27/12/1981 00:00,7.35,(vco),
28/12/1981 00:00,100.81,(vco),
29/12/1981 00:00,27.54,(vco),
30/12/1981 00:00,249.17,(vco),
31/12/1981 00:00,67.26,(vco),
01/01/1982 00:00,23.13,(vco),
02/01/1982 00:00,14.84,(vco),
03/01/1982 00:00,10.92,(vco),
04/01/1982 00:00,10.59,(vco),
05/01/1982 00:00,8.67,(vco),
06/01/1982 00:00,7.36,(vco),
07/01/1982 00:00,5.99,(vco),
08/01/1982 00:00,5.09,(vco),
09/01/1982 00:00,4.41,(vco),
10/01/1982 00:00,5.56,(vco),
11/01/1982 00:00,26.59,(vco),
12/01/1982 00:00,24.17,(vco),
13/01/1982 00:00,17.19,(vco),
14/01/1982 00:00,10.23,(vco),
15/01/1982 00:00,7.73,(vco),
16/01/1982 00:00,16.34,(vco),
17/01/1982 00:00,11.45,(vco),
18/01/1982 00:00,7.71,(vco),
19/01/1982 00:00,30.23,(vco),
20/01/1982 00:00,17.41,(vco),
21/01/1982 00:00,12.17,(vco),
22/01/1982 00:00,9.55,(vco),
23/01/1982 00:00,7.54,(vco),
24/01/1982 00:00,6.31,(vco),
25/01/1982 00:00,5.52,(vco),
26/01/1982 00:00,4.81,(vco),
27/01/1982 00:00,4.15,(vco),
28/01/1982 00:00,3.57,(vco),
29/01/1982 00:00,3.08,(vco),
30/01/1982 00:00,3.02,(vco),
31/01/1982 00:00,3.02,(vco),
01/02/1982 00:00,2.92,(vco),
02/02/1982 00:00,2.83,(vco),
03/02/1982 00:00,2.88,(vco),
04/02/1982 00:00,3.37,(vco),
05/02/1982 00:00,2.92,(vco),
06/02/1982 00:00,2.47,(vco),
07/02/1982 00:00,2.12,(vco),
08/02/1982 00:00,2.37,(vco),
09/02/1982 00:00,2.37,(vco),
10/02/1982 00:00,2.28,(vco),
11/02/1982 00:00,2.2,(vco),
12/02/1982 00:00,2.12,(vco),
13/02/1982 00:00,2.15,(vco),
14/02/1982 00:00,2.39,(vco),
15/02/1982 00:00,19.85,(vco),
16/02/1982 00:00,6.63,(vco),
17/02/1982 00:00,3.25,(vco),
18/02/1982 00:00,2.66,(vco),
19/02/1982 00:00,2.6,(vco),
20/02/1982 00:00,2.66,(vco),
21/02/1982 00:00,2.87,(vco),
22/02/1982 00:00,6,(vco),
23/02/1982 00:00,3.81,(vco),
24/02/1982 00:00,2.93,(vco),
25/02/1982 00:00,4.78,(vco),
26/02/1982 00:00,4.69,(vco),
27/02/1982 00:00,3.28,(vco),
28/02/1982 00:00,3.03,(vco),
01/03/1982 00:00,2.83,(vco),
02/03/1982 00:00,2.83,(vco),
03/03/1982 00:00,2.83,(vco),
04/03/1982 00:00,2.73,(vco),
05/03/1982 00:00,2.64,(vco),
06/03/1982 00:00,2.02,(vco),
07/03/1982 00:00,1.41,(vco),
08/03/1982 00:00,1.41,(vco),
09/03/1982 00:00,1.41,(vco),
10/03/1982 00:00,1.47,(vco),
11/03/1982 00:00,1.54,(vco),
12/03/1982 00:00,1.54,(vco),
13/03/1982 00:00,1.41,(vco),
14/03/1982 00:00,1.18,(vco),
15/03/1982 00:00,1.02,(vco),
16/03/1982 00:00,0.88,(vco),
17/03/1982 00:00,0.75,(vco),
18/03/1982 00:00,0.64,(vco),
19/03/1982 00:00,0.56,(vco),
20/03/1982 00:00,0.53,(vco),
21/03/1982 00:00,0.47,(vco),
22/03/1982 00:00,0.44,(vco),
23/03/1982 00:00,0.41,(vco),
24/03/1982 00:00,0.36,(vco),
25/03/1982 00:00,0.33,(vco),
26/03/1982 00:00,0.33,(vco),
27/03/1982 00:00,0.33,(vco),
28/03/1982 00:00,0.33,(vco),
29/03/1982 00:00,0.33,(vco),
30/03/1982 00:00,0.33,(vco),
31/03/1982 00:00,0.81,(vco),
01/04/1982 00:00,1.96,(vco),
02/04/1982 00:00,1.33,(vco),
03/04/1982 00:00,1.02,(vco),
04/04/1982 00:00,0.93,(vco),
05/04/1982 00:00,0.83,(vco),
06/04/1982 00:00,0.75,(vco),
07/04/1982 00:00,0.67,(vco),
08/04/1982 00:00,0.6,(vco),
09/04/1982 00:00,0.53,(vco),
10/04/1982 00:00,0.5,(vco),
11/04/1982 00:00,0.47,(vco),
12/04/1982 00:00,0.44,(vco),
13/04/1982 00:00,0.47,(vco),
14/04/1982 00:00,0.57,(vco),
15/04/1982 00:00,1.01,(vco),
16/04/1982 00:00,0.65,(vco),
17/04/1982 00:00,0.47,(vco),
18/04/1982 00:00,0.38,(vco),
19/04/1982 00:00,0.36,(vco),
20/04/1982 00:00,0.31,(vco),
21/04/1982 00:00,0.29,(vco),
22/04/1982 00:00,0.25,(vco),
23/04/1982 00:00,0.21,(vco),
24/04/1982 00:00,0.17,(vco),
25/04/1982 00:00,0.12,(vco),
26/04/1982 00:00,0.09,(vco),
27/04/1982 00:00,0.08,(vco),
28/04/1982 00:00,0.06,(vco),
29/04/1982 00:00,0.06,(vco),
30/04/1982 00:00,0.05,(vco),
01/05/1982 00:00,0.04,(vco),
02/05/1982 00:00,0.03,(vco),
03/05/1982 00:00,0.03,(vco),
04/05/1982 00:00,0.02,(vco),
05/05/1982 00:00,0.02,(vco),
06/05/1982 00:00,0.02,(vco),
07/05/1982 00:00,0.01,(vco),
08/05/1982 00:00,0.01,(vco),
09/05/1982 00:00,0.01,(vco),
10/05/1982 00:00,0,(vco),
11/05/1982 00:00,0,(vco),
12/05/1982 00:00,0,(vco),
13/05/1982 00:00,0,(vco),
14/05/1982 00:00,0,(vco),
15/05/1982 00:00,0,(vco),
16/05/1982 00:00,0,(vco),
17/05/1982 00:00,0,(vco),
18/05/1982 00:00,0,(vco),
19/05/1982 00:00,0,(vco),
20/05/1982 00:00,0,(vco),
21/05/1982 00:00,0,(vco),
22/05/1982 00:00,0,(vco),
23/05/1982 00:00,0,(vco),
24/05/1982 00:00,0,(vco),
25/05/1982 00:00,0,(vco),
26/05/1982 00:00,0,(vco),
27/05/1982 00:00,0,(vco),
28/05/1982 00:00,0,(vco),
29/05/1982 00:00,0,(vco),
30/05/1982 00:00,0,(vco),
31/05/1982 00:00,0,(vco),
01/06/1982 00:00,0,(vco),
02/06/1982 00:00,0,(vco),
03/06/1982 00:00,0,(vco),
04/06/1982 00:00,0,(vco),
05/06/1982 00:00,0,(vco),
06/06/1982 00:00,0,(vco),
07/06/1982 00:00,0,(vco),
08/06/1982 00:00,0,(vco),
09/06/1982 00:00,0,(vco),
10/06/1982 00:00,0,(vco),
11/06/1982 00:00,0,(vco),
12/06/1982 00:00,0,(vco),
13/06/1982 00:00,0,(vco),
14/06/1982 00:00,0,(vco),
15/06/1982 00:00,0,(vco),
16/06/1982 00:00,0,(vco),
17/06/1982 00:00,0,(vco),
18/06/1982 00:00,0,(vco),
19/06/1982 00:00,0,(vco),
20/06/1982 00:00,0,(vco),
21/06/1982 00:00,0,(vco),
22/06/1982 00:00,0,(vco),
23/06/1982 00:00,0,(vco),
24/06/1982 00:00,0,(vco),
25/06/1982 00:00,0,(vco),
26/06/1982 00:00,0,(vco),
27/06/1982 00:00,0,(vco),
28/06/1982 00:00,0,(vco),
29/06/1982 00:00,0,(vco),
30/06/1982 00:00,0,(vco),
01/07/1982 00:00,0,(vco),
02/07/1982 00:00,0,(vco),
03/07/1982 00:00,0,(vco),
04/07/1982 00:00,0,(vco),
05/07/1982 00:00,0,(vco),
06/07/1982 00:00,0,(vco),
07/07/1982 00:00,0,(vco),
08/07/1982 00:00,0,(vco),
09/07/1982 00:00,0,(vco),
10/07/1982 00:00,0,(vco),
11/07/1982 00:00,0,(vco),
12/07/1982 00:00,0,(vco),
13/07/1982 00:00,0,(vco),
14/07/1982 00:00,0,(vco),
15/07/1982 00:00,0,(vco),
16/07/1982 00:00,0,(vco),
17/07/1982 00:00,0,(vco),
18/07/1982 00:00,0,(vco),
19/07/1982 00:00,0,(vco),
20/07/1982 00:00,0,(vco),
21/07/1982 00:00,0,(vco),
22/07/1982 00:00,0,(vco),
23/07/1982 00:00,0,(vco),
24/07/1982 00:00,0,(vco),
25/07/1982 00:00,0,(vco),
26/07/1982 00:00,0,(vco),
27/07/1982 00:00,0,(vco),
28/07/1982 00:00,0,(vco),
29/07/1982 00:00,0,(vco),
30/07/1982 00:00,0,(vco),
31/07/1982 00:00,0,(vco),
01/08/1982 00:00,0,(vco),
02/08/1982 00:00,0,(vco),
03/08/1982 00:00,0,(vco),
04/08/1982 00:00,0,(vco),
05/08/1982 00:00,0,(vco),
06/08/1982 00:00,0,(vco),
07/08/1982 00:00,0,(vco),
08/08/1982 00:00,0,(vco),
09/08/1982 00:00,0,(vco),
10/08/1982 00:00,0,(vco),
11/08/1982 00:00,0,(vco),
12/08/1982 00:00,0,(vco),
13/08/1982 00:00,0,(vco),
14/08/1982 00:00,0,(vco),
15/08/1982 00:00,0,(vco),
16/08/1982 00:00,0,(vco),
17/08/1982 00:00,0,(vco),
18/08/1982 00:00,0,(vco),
19/08/1982 00:00,0,(vco),
20/08/1982 00:00,0,(vco),
21/08/1982 00:00,0,(vco),
22/08/1982 00:00,0,(vco),
23/08/1982 00:00,0,(vco),
24/08/1982 00:00,0,(vco),
25/08/1982 00:00,0,(vco),
26/08/1982 00:00,0,(vco),
27/08/1982 00:00,0,(vco),
28/08/1982 00:00,0,(vco),
29/08/1982 00:00,0,(vco),
30/08/1982 00:00,0,(vco),
31/08/1982 00:00,0,(vco),
01/09/1982 00:00,0,(vco),
02/09/1982 00:00,0,(vco),
03/09/1982 00:00,0,(vco),
04/09/1982 00:00,0,(vco),
05/09/1982 00:00,0,(vco),
06/09/1982 00:00,0,(vco),
07/09/1982 00:00,0,(vco),
08/09/1982 00:00,0,(vco),
09/09/1982 00:00,0,(vco),
10/09/1982 00:00,0,(vco),
11/09/1982 00:00,0,(vco),
12/09/1982 00:00,0,(vco),
13/09/1982 00:00,0,(vco),
14/09/1982 00:00,0,(vco),
15/09/1982 00:00,0,(vco),
16/09/1982 00:00,0,(vco),
17/09/1982 00:00,0,(vco),
18/09/1982 00:00,0,(vco),
19/09/1982 00:00,0,(vco),
20/09/1982 00:00,0,(vco),
21/09/1982 00:00,0,(vco),
22/09/1982 00:00,0,(vco),
23/09/1982 00:00,0,(vco),
24/09/1982 00:00,0,(vco),
25/09/1982 00:00,0,(vco),
26/09/1982 00:00,0,(vco),
27/09/1982 00:00,0,(vco),
28/09/1982 00:00,0,(vco),
29/09/1982 00:00,0,(vco),
30/09/1982 00:00,0,(vco),
01/10/1982 00:00,0,(vco),
02/10/1982 00:00,0,(vco),
03/10/1982 00:00,0,(vco),
04/10/1982 00:00,0,(vco),
05/10/1982 00:00,0,(vco),
06/10/1982 00:00,0,(vco),
07/10/1982 00:00,0,(vco),
08/10/1982 00:00,0,(vco),
09/10/1982 00:00,0,(vco),
10/10/1982 00:00,0,(vco),
11/10/1982 00:00,0,(vco),
12/10/1982 00:00,0,(vco),
13/10/1982 00:00,0,(vco),
14/10/1982 00:00,0.01,(vco),
15/10/1982 00:00,0.01,(vco),
16/10/1982 00:00,0.01,(vco),
17/10/1982 00:00,0.01,(vco),
18/10/1982 00:00,0.01,(vco),
19/10/1982 00:00,0.01,(vco),
20/10/1982 00:00,0.01,(vco),
21/10/1982 00:00,0.01,(vco),
22/10/1982 00:00,0.01,(vco),
23/10/1982 00:00,0.01,(vco),
24/10/1982 00:00,0.01,(vco),
25/10/1982 00:00,0.01,(vco),
26/10/1982 00:00,0.01,(vco),
27/10/1982 00:00,0.01,(vco),
28/10/1982 00:00,0.01,(vco),
29/10/1982 00:00,0.01,(vco),
30/10/1982 00:00,0.05,(vco),
31/10/1982 00:00,0.11,(vco),
01/11/1982 00:00,0.14,(vco),
02/11/1982 00:00,0.12,(vco),
03/11/1982 00:00,0.1,(vco),
04/11/1982 00:00,0.11,(vco),
05/11/1982 00:00,0.17,(vco),
06/11/1982 00:00,0.31,(vco),
07/11/1982 00:00,4.99,(vco),
08/11/1982 00:00,3.17,(vco),
09/11/1982 00:00,1.81,(vco),
10/11/1982 00:00,1.21,(vco),
11/11/1982 00:00,0.92,(vco),
12/11/1982 00:00,0.75,(vco),
13/11/1982 00:00,0.71,(vco),
14/11/1982 00:00,0.71,(vco),
15/11/1982 00:00,0.71,(vco),
16/11/1982 00:00,0.6,(vco),
17/11/1982 00:00,0.5,(vco),
18/11/1982 00:00,0.45,(vco),
19/11/1982 00:00,0.41,(vco),
20/11/1982 00:00,0.37,(vco),
21/11/1982 00:00,0.34,(vco),
22/11/1982 00:00,0.3,(vco),
23/11/1982 00:00,0.29,(vco),
24/11/1982 00:00,0.29,(vco),
25/11/1982 00:00,0.29,(vco),
26/11/1982 00:00,0.29,(vco),
27/11/1982 00:00,0.3,(vco),
28/11/1982 00:00,0.41,(vco),
29/11/1982 00:00,0.37,(vco),
30/11/1982 00:00,0.36,(vco),
01/12/1982 00:00,0.31,(vco),
02/12/1982 00:00,0.24,(vco),
03/12/1982 00:00,0.22,(vco),
04/12/1982 00:00,0.22,(vco),
05/12/1982 00:00,0.23,(vco),
06/12/1982 00:00,0.23,(vco),
07/12/1982 00:00,0.2,(vco),
08/12/1982 00:00,0.21,(vco),
09/12/1982 00:00,0.27,(vco),
10/12/1982 00:00,0.23,(vco),
11/12/1982 00:00,0.31,(vco),
12/12/1982 00:00,0.34,(vco),
13/12/1982 00:00,0.47,(vco),
14/12/1982 00:00,0.84,(vco),
15/12/1982 00:00,0.75,(vco),
16/12/1982 00:00,0.57,(vco),
17/12/1982 00:00,0.5,(vco),
18/12/1982 00:00,0.48,(vco),
19/12/1982 00:00,0.5,(vco),
20/12/1982 00:00,0.47,(vco),
21/12/1982 00:00,0.6,(vco),
22/12/1982 00:00,0.98,(vco),
23/12/1982 00:00,0.9,(vco),
24/12/1982 00:00,0.72,(vco),
25/12/1982 00:00,0.63,(vco),
26/12/1982 00:00,0.6,(vco),
27/12/1982 00:00,0.55,(vco),
28/12/1982 00:00,0.5,(vco),
29/12/1982 00:00,0.45,(vco),
30/12/1982 00:00,0.43,(vco),
31/12/1982 00:00,0.43,(vco),
01/01/1983 00:00,0.45,(vco),
02/01/1983 00:00,0.48,(vco),
03/01/1983 00:00,0.48,(vco),
04/01/1983 00:00,0.45,(vco),
05/01/1983 00:00,0.43,(vco),
06/01/1983 00:00,0.43,(vco),
07/01/1983 00:00,0.41,(vco),
08/01/1983 00:00,0.39,(vco),
09/01/1983 00:00,0.39,(vco),
10/01/1983 00:00,0.37,(vco),
11/01/1983 00:00,0.36,(vco),
12/01/1983 00:00,0.34,(vco),
13/01/1983 00:00,0.32,(vco),
14/01/1983 00:00,0.3,(vco),
15/01/1983 00:00,0.34,(vco),
16/01/1983 00:00,0.39,(vco),
17/01/1983 00:00,0.37,(vco),
18/01/1983 00:00,0.34,(vco),
19/01/1983 00:00,0.32,(vco),
20/01/1983 00:00,0.3,(vco),
21/01/1983 00:00,0.29,(vco),
22/01/1983 00:00,0.27,(vco),
23/01/1983 00:00,0.24,(vco),
24/01/1983 00:00,0.23,(vco),
25/01/1983 00:00,0.23,(vco),
26/01/1983 00:00,0.23,(vco),
27/01/1983 00:00,0.22,(vco),
28/01/1983 00:00,0.21,(vco),
29/01/1983 00:00,0.21,(vco),
30/01/1983 00:00,0.21,(vco),
31/01/1983 00:00,0.21,(vco),
01/02/1983 00:00,0.21,(vco),
02/02/1983 00:00,0.21,(vco),
03/02/1983 00:00,0.19,(vco),
04/02/1983 00:00,0.18,(vco),
05/02/1983 00:00,0.19,(vco),
06/02/1983 00:00,0.21,(vco),
07/02/1983 00:00,0.21,(vco),
08/02/1983 00:00,0.19,(vco),
09/02/1983 00:00,0.17,(vco),
10/02/1983 00:00,0.16,(vco),
11/02/1983 00:00,0.16,(vco),
12/02/1983 00:00,0.18,(vco),
13/02/1983 00:00,0.21,(vco),
14/02/1983 00:00,0.21,(vco),
15/02/1983 00:00,0.21,(vco),
16/02/1983 00:00,0.19,(vco),
17/02/1983 00:00,0.17,(vco),
18/02/1983 00:00,0.15,(vco),
19/02/1983 00:00,0.17,(vco),
20/02/1983 00:00,0.23,(vco),
21/02/1983 00:00,0.31,(vco),
22/02/1983 00:00,0.42,(vco),
23/02/1983 00:00,0.52,(vco),
24/02/1983 00:00,0.57,(vco),
25/02/1983 00:00,0.6,(vco),
26/02/1983 00:00,0.79,(vco),
27/02/1983 00:00,0.91,(vco),
28/02/1983 00:00,0.75,(vco),
01/03/1983 00:00,0.57,(vco),
02/03/1983 00:00,0.48,(vco),
03/03/1983 00:00,0.41,(vco),
04/03/1983 00:00,0.36,(vco),
05/03/1983 00:00,0.32,(vco),
06/03/1983 00:00,0.29,(vco),
07/03/1983 00:00,0.26,(vco),
08/03/1983 00:00,0.24,(vco),
09/03/1983 00:00,0.22,(vco),
10/03/1983 00:00,0.21,(vco),
11/03/1983 00:00,0.19,(vco),
12/03/1983 00:00,0.17,(vco),
13/03/1983 00:00,0.16,(vco),
14/03/1983 00:00,0.16,(vco),
15/03/1983 00:00,0.14,(vco),
16/03/1983 00:00,0.13,(vco),
17/03/1983 00:00,0.12,(vco),
18/03/1983 00:00,0.12,(vco),
19/03/1983 00:00,0.12,(vco),
20/03/1983 00:00,0.12,(vco),
21/03/1983 00:00,0.11,(vco),
22/03/1983 00:00,0.1,(vco),
23/03/1983 00:00,0.09,(vco),
24/03/1983 00:00,0.08,(vco),
25/03/1983 00:00,0.08,(vco),
26/03/1983 00:00,0.1,(vco),
27/03/1983 00:00,0.12,(vco),
28/03/1983 00:00,0.12,(vco),
29/03/1983 00:00,0.12,(vco),
30/03/1983 00:00,0.1,(vco),
31/03/1983 00:00,0.09,(vco),
01/04/1983 00:00,0.09,(vco),
02/04/1983 00:00,0.08,(vco),
03/04/1983 00:00,0.06,(vco),
04/04/1983 00:00,0.06,(vco),
05/04/1983 00:00,0.06,(vco),
06/04/1983 00:00,0.06,(vco),
07/04/1983 00:00,0.06,(vco),
08/04/1983 00:00,0.06,(vco),
09/04/1983 00:00,0.06,(vco),
10/04/1983 00:00,0.06,(vco),
11/04/1983 00:00,0.06,(vco),
12/04/1983 00:00,0.06,(vco),
13/04/1983 00:00,0.05,(vco),
14/04/1983 00:00,0.05,(vco),
15/04/1983 00:00,0.05,(vco),
16/04/1983 00:00,0.04,(vco),
17/04/1983 00:00,0.05,(vco),
18/04/1983 00:00,0.05,(vco),
19/04/1983 00:00,0.07,(vco),
20/04/1983 00:00,0.08,(vco),
21/04/1983 00:00,0.08,(vco),
22/04/1983 00:00,0.11,(vco),
23/04/1983 00:00,0.14,(vco),
24/04/1983 00:00,0.17,(vco),
25/04/1983 00:00,0.2,(vco),
26/04/1983 00:00,0.23,(vco),
27/04/1983 00:00,0.26,(vco),
28/04/1983 00:00,0.24,(vco),
29/04/1983 00:00,0.21,(vco),
30/04/1983 00:00,0.78,(vco),
01/05/1983 00:00,4.08,(vco),
02/05/1983 00:00,3.6,(vco),
03/05/1983 00:00,2.35,(vco),
04/05/1983 00:00,1.56,(vco),
05/05/1983 00:00,1.12,(vco),
06/05/1983 00:00,0.88,(vco),
07/05/1983 00:00,0.71,(vco),
08/05/1983 00:00,0.57,(vco),
09/05/1983 00:00,0.48,(vco),
10/05/1983 00:00,0.38,(vco),
11/05/1983 00:00,0.3,(vco),
12/05/1983 00:00,0.29,(vco),
13/05/1983 00:00,0.42,(vco),
14/05/1983 00:00,0.74,(vco),
15/05/1983 00:00,1.36,(vco),
16/05/1983 00:00,1.65,(vco),
17/05/1983 00:00,2.46,(vco),
18/05/1983 00:00,2.17,(vco),
19/05/1983 00:00,1.63,(vco),
20/05/1983 00:00,1.08,(vco),
21/05/1983 00:00,0.75,(vco),
22/05/1983 00:00,0.57,(vco),
23/05/1983 00:00,0.46,(vco),
24/05/1983 00:00,0.37,(vco),
25/05/1983 00:00,0.31,(vco),
26/05/1983 00:00,0.23,(vco),
27/05/1983 00:00,0.18,(vco),
28/05/1983 00:00,0.14,(vco),
29/05/1983 00:00,0.12,(vco),
30/05/1983 00:00,0.1,(vco),
31/05/1983 00:00,0.09,(vco),
01/06/1983 00:00,0.08,(vco),
02/06/1983 00:00,0.08,(vco),
03/06/1983 00:00,0.07,(vco),
04/06/1983 00:00,0.06,(vco),
05/06/1983 00:00,0.06,(vco),
06/06/1983 00:00,0.06,(vco),
07/06/1983 00:00,0.06,(vco),
08/06/1983 00:00,0.06,(vco),
09/06/1983 00:00,0.05,(vco),
10/06/1983 00:00,0.05,(vco),
11/06/1983 00:00,0.05,(vco),
12/06/1983 00:00,0.06,(vco),
13/06/1983 00:00,0.06,(vco),
14/06/1983 00:00,0.06,(vco),
15/06/1983 00:00,0.05,(vco),
16/06/1983 00:00,0.05,(vco),
17/06/1983 00:00,0.05,(vco),
18/06/1983 00:00,0.05,(vco),
19/06/1983 00:00,0.06,(vco),
20/06/1983 00:00,0.06,(vco),
21/06/1983 00:00,0.06,(vco),
22/06/1983 00:00,0.06,(vco),
23/06/1983 00:00,0.06,(vco),
24/06/1983 00:00,0.06,(vco),
25/06/1983 00:00,0.06,(vco),
26/06/1983 00:00,0.06,(vco),
27/06/1983 00:00,0.05,(vco),
28/06/1983 00:00,0.05,(vco),
29/06/1983 00:00,0.05,(vco),
30/06/1983 00:00,0.05,(vco),
01/07/1983 00:00,0.05,(vco),
02/07/1983 00:00,0.05,(vco),
03/07/1983 00:00,0,(vco),
04/07/1983 00:00,0,(vco),
05/07/1983 00:00,0,(vco),
06/07/1983 00:00,0,(vco),
07/07/1983 00:00,0,(vco),
08/07/1983 00:00,0,(vco),
09/07/1983 00:00,0,(vco),
10/07/1983 00:00,0,(vco),
11/07/1983 00:00,0,(vco),
12/07/1983 00:00,0,(vco),
13/07/1983 00:00,0,(vco),
14/07/1983 00:00,0,(vco),
15/07/1983 00:00,0,(vco),
16/07/1983 00:00,0,(vco),
17/07/1983 00:00,0,(vco),
18/07/1983 00:00,0,(vco),
19/07/1983 00:00,0,(vco),
20/07/1983 00:00,0,(vco),
21/07/1983 00:00,0,(vco),
22/07/1983 00:00,0,(vco),
23/07/1983 00:00,0,(vco),
24/07/1983 00:00,0,(vco),
25/07/1983 00:00,0,(vco),
26/07/1983 00:00,0,(vco),
27/07/1983 00:00,0,(vco),
28/07/1983 00:00,0,(vco),
29/07/1983 00:00,0,(vco),
30/07/1983 00:00,0,(vco),
31/07/1983 00:00,0,(vco),
01/08/1983 00:00,0,(vco),
02/08/1983 00:00,0,(vco),
03/08/1983 00:00,0,(vco),
04/08/1983 00:00,0,(vco),
05/08/1983 00:00,0,(vco),
06/08/1983 00:00,0,(vco),
07/08/1983 00:00,0,(vco),
08/08/1983 00:00,0,(vco),
09/08/1983 00:00,0,(vco),
10/08/1983 00:00,0,(vco),
11/08/1983 00:00,0,(vco),
12/08/1983 00:00,0,(vco),
13/08/1983 00:00,0,(vco),
14/08/1983 00:00,0,(vco),
15/08/1983 00:00,0,(vco),
16/08/1983 00:00,0,(vco),
17/08/1983 00:00,0,(vco),
18/08/1983 00:00,0,(vco),
19/08/1983 00:00,0,(vco),
20/08/1983 00:00,0,(vco),
21/08/1983 00:00,0,(vco),
22/08/1983 00:00,0,(vco),
23/08/1983 00:00,0,(vco),
24/08/1983 00:00,0,(vco),
25/08/1983 00:00,0,(vco),
26/08/1983 00:00,0,(vco),
27/08/1983 00:00,0,(vco),
28/08/1983 00:00,0,(vco),
29/08/1983 00:00,0,(vco),
30/08/1983 00:00,0,(vco),
31/08/1983 00:00,0,(vco),
01/09/1983 00:00,0,(vco),
02/09/1983 00:00,0,(vco),
03/09/1983 00:00,0,(vco),
04/09/1983 00:00,0,(vco),
05/09/1983 00:00,0,(vco),
06/09/1983 00:00,0,(vco),
07/09/1983 00:00,0,(vco),
08/09/1983 00:00,0,(vco),
09/09/1983 00:00,0,(vco),
10/09/1983 00:00,0,(vco),
11/09/1983 00:00,0,(vco),
12/09/1983 00:00,0,(vco),
13/09/1983 00:00,0,(vco),
14/09/1983 00:00,0,(vco),
15/09/1983 00:00,0,(vco),
16/09/1983 00:00,0,(vco),
17/09/1983 00:00,0,(vco),
18/09/1983 00:00,0,(vco),
19/09/1983 00:00,0,(vco),
20/09/1983 00:00,0,(vco),
21/09/1983 00:00,0,(vco),
22/09/1983 00:00,0,(vco),
23/09/1983 00:00,0,(vco),
24/09/1983 00:00,0,(vco),
25/09/1983 00:00,0,(vco),
26/09/1983 00:00,0,(vco),
27/09/1983 00:00,0,(vco),
28/09/1983 00:00,0,(vco),
29/09/1983 00:00,0,(vco),
30/09/1983 00:00,0,(vco),
01/10/1983 00:00,0.23,(vco),
02/10/1983 00:00,0.23,(vco),
03/10/1983 00:00,0.23,(vco),
04/10/1983 00:00,0.23,(vco),
05/10/1983 00:00,0.23,(vco),
06/10/1983 00:00,0.23,(vco),
07/10/1983 00:00,0.23,(vco),
08/10/1983 00:00,0.23,(vco),
09/10/1983 00:00,0.23,(vco),
10/10/1983 00:00,0.23,(vco),
11/10/1983 00:00,0.23,(vco),
12/10/1983 00:00,0.23,(vco),
13/10/1983 00:00,0.23,(vco),
14/10/1983 00:00,0.23,(vco),
